Article DOI,journal,year,publisher
10.1016/j.bmcl.2011.01.138,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.01.027,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.02.010,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.01.065,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.01.125,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.01.043,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.01.132,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.140,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.137,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.127,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.001,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.015,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.011,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.017,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.007,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.033,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.029,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.036,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.021,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.028,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.032,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.030,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.053,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/np100447a,Journal of Natural Products,2010,American Chemical Society (ACS)
10.1021/np100736y,Journal of Natural Products,2011,American Chemical Society (ACS)
10.1021/jm1014555,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101396q,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00164a018,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00164a021,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00164a026,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm200003p,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101204u,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101423y,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00164a031,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm101549k,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1011116,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1011534,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1013874,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.02.010,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm101470k,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm100972f,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101582z,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101639t,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.02.021,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm00164a044,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm101532u,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1014296,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101501b,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm2000213,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.02.025,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm1015704,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101328n,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm200059p,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1013709,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101071n,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00165a023,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00165a009,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm101580m,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00166a007,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00166a009,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm200045v,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101506n,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1010918,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm200064p,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00167a008,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00167a035,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmc.2011.02.037,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.02.078,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.02.028,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.02.047,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2010.08.059,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm1016208,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00168a042,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00168a043,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm101597x,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101583w,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.02.030,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.02.044,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.02.009,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm2001376,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.03.008,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm200022g,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm200117h,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1015022,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.03.017,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.03.021,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.03.004,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2010.11.091,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.11.119,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.11.104,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.11.082,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.11.116,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.11.120,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.037,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.041,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.093,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.054,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.086,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.083,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.116,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.078,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.01.134,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.02.005,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.02.007,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.02.006,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.02.013,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.02.024,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.02.046,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.02.049,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm101299d,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm200049r,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmcl.2011.02.114,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.02.109,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.017,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.026,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.066,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.091,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.077,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.084,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.073,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/ml100106c,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/jm00169a034,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm00169a035,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmcl.2010.12.015,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm100938u,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmcl.2010.12.088,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/np100638h,Journal of Natural Products,2011,American Chemical Society (ACS)
10.1016/j.ejmech.2011.01.055,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.01.059,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.02.002,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1021/jm101414h,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.ejmech.2011.02.019,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1021/jm200076a,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1008924,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm00170a005,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1021/jm101554k,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/np1003388,Journal of Natural Products,2011,American Chemical Society (ACS)
10.1021/jm1012819,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmcl.2011.03.007,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm200020a,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101623p,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101651b,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101309g,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101334y,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.03.003,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm200221q,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm200144j,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.03.037,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm2000882,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm200139j,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.03.039,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.03.069,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.03.040,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.03.045,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1021/jm200215y,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm200288r,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm2001053,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.03.046,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.03.058,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.03.081,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm1009956,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm1013852,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm101401a,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/ml100057z,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1016/j.bmcl.2009.02.037,Bioorganic &amp; Medicinal Chemistry Letters,2009,Elsevier BV
10.1016/j.bmcl.2010.06.113,Bioorganic &amp; Medicinal Chemistry Letters,2010,Elsevier BV
10.1021/jm101421d,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.ejmech.2011.02.044,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.02.037,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.03.022,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.03.042,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.04.012,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.115,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.102,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.112,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.093,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00171a008,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmcl.2011.03.109,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.03.053,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.03.117,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.096,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.03.054,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.03.064,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.03.103,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmc.2011.04.002,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.03.113,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.015,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2010.12.038,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.035,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.023,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.050,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.046,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.044,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.059,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.057,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.098,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.064,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.020,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.053,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.016,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00171a044,Journal of Medicinal Chemistry,1990,American Chemical Society (ACS)
10.1016/j.bmcl.2011.04.018,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.094,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.029,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.097,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00105a005,Journal of Medicinal Chemistry,1991,American Chemical Society (ACS)
10.1021/jm00105a039,Journal of Medicinal Chemistry,1991,American Chemical Society (ACS)
10.1021/jm00105a043,Journal of Medicinal Chemistry,1991,American Chemical Society (ACS)
10.1021/jm00105a045,Journal of Medicinal Chemistry,1991,American Chemical Society (ACS)
10.1016/j.bmc.2011.04.027,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmc.2011.04.034,Bioorganic &amp; Medicinal Chemistry,2011,Elsevier BV
10.1016/j.bmcl.2011.04.105,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.078,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.092,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1021/jm00105a012,Journal of Medicinal Chemistry,1991,American Chemical Society (ACS)
10.1016/j.bmcl.2011.04.063,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.022,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.104,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.03.012,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.04.102,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.bmcl.2011.05.010,Bioorganic &amp; Medicinal Chemistry Letters,2011,Elsevier BV
10.1016/j.ejmech.2011.03.043,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.03.035,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1016/j.ejmech.2011.03.058,European Journal of Medicinal Chemistry,2011,Elsevier BV
10.1021/jm200209n,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1021/jm2000097,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
